a,b,country_a,country_b,same_country,n_coop_partners,score_coop_partners,n_adversaries,score_adversaries,coop_partners,adversaries
Miri clan,White Boy Posse,Germany,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Santa Maria di Gesù Family,Stidda,,Italy,,1,1,1,1,['Camorra'],['Corleonesi']
La Nueva Familia Michoacana,Los Correa,Mexico,,,1,1,1,1,['Cárteles Unidos'],['Cártel de Jalisco Nueva Generación']
Manitoba Warriors,New Zealand Nomads,Canada,New Zealand,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Annihilators Motorcycle Club,Pagan's Motorcycle Club,Canada,United States,False,1,1,1,1,['Outlaws Motorcycle Club'],['Hells Angels Motorcycle Club']
Knights Templar Cartel,Los Pelones,Mexico,Mexico,True,1,1,1,1,['Gulf Cartel'],['Gente Nueva']
Los Ciclones,Los Talibanes,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Cártel de Jalisco Nueva Generación']
Independent Cartel of Acapulco,South Pacific Cartel,Mexico,Mexico,True,1,1,1,1,['Beltrán-Leyva Organization'],['Sinaloa Cartel']
Para-Dice Riders,Red Scorpions,,Canada,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Contini clan,Sicilian Mafia,Italy,Italy,True,1,1,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
Black Mafia,Lucchese crime family New Jersey faction,United States,United States,True,1,1,1,1,['Philadelphia crime family'],['Philadelphia crime family']
Al-Qaeda in the Islamic Maghreb,Taliban,Algeria,Afghanistan,False,1,1,1,1,['Al-Shabaab'],['Islamic State']
Amigos dos Amigos,Okaida,Brazil,,,1,1,1,1,['Bonde dos 40'],['Comando Vermelho']
Chicanos Motorcycle Club,New Zealand Nomads,Germany,New Zealand,False,1,1,1,1,['Bandidos Motorcycle Club'],['Hells Angels Motorcycle Club']
La Unión Tepito,National Liberation Army (Colombia),Mexico,Colombia,False,1,1,1,1,['Sinaloa Cartel'],['Tren de Aragua']
Almighty Black P. Stone Nation,Taylor Street Jousters,United States,United States,True,1,1,1,1,['Chicago Outfit'],['Black Gangster Disciples Nation']
Mongrel Mob,Zoe Pound,New Zealand,United States,False,1,1,1,1,['Bloods'],['Hells Angels Motorcycle Club']
Black Mafia,Hells Angels Motorcycle Club,United States,United States,True,1,1,1,1,['Gambino crime family'],['Philadelphia crime family']
Latin Kings,Zoe Pound,United States,United States,True,1,1,1,1,['Bloods'],['Mara Salvatrucha']
'Ndrina Mammoliti,Condello-Rosmini-Imerti,Italy,,,1,1,1,1,"[""'Ndrina La Maggiore""]","[""'Ndrina De Stefano""]"
Black Gangster Disciples Nation,Killer Beez,United States,New Zealand,False,1,1,1,1,['Crips'],['Bloods']
Camorra clan Zaza,Contini clan,,Italy,,1,1,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
Martinez Familia Sangeros,South Brooklyn Boys,Puerto Rico,United States,False,1,1,1,1,['American Mafia'],['Mau Maus']
Cártel de Santa Rosa de Lima,Los Correa,Mexico,,,1,1,1,1,['Cárteles Unidos'],['Cártel de Jalisco Nueva Generación']
Forty Thieves,Plug Uglies,United States,United States,True,1,1,1,1,['Dead Rabbits'],['Bowery Boys']
New Zealand Nomads,Satan's Choice Motorcycle Club,New Zealand,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Armenian Power,Playboys (gang),United States,United States,True,1,1,1,1,['Mexican Mafia'],['18th Street Gang']
Comanchero Motorcycle Club,United Nations (gang),Australia,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Gambino crime family,Martinez Familia Sangeros,United States,Puerto Rico,False,1,1,1,1,['Latin Kings'],['Rudaj Organization']
Hop Sing Boys,Sun Yee On,,Hong Kong,,1,1,1,1,['Wo Hop To'],['Wah Ching']
Bloods,Tren de Aragua,United States,Venezuela,False,1,1,1,1,['American Mafia'],['18th Street Gang']
Nazi Lowriders,Venice 13,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Crips']
Indian Posse,Mongols MC,Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Nazi Lowriders,Temple Street gang,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Norteños']
'Ndrina De Stefano,'Ndrina Facchineri,Italy,Italy,True,1,1,1,1,['Banda della Magliana'],"[""'Ndrina Piromalli""]"
Comanchero Motorcycle Club,Indian Posse,Australia,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Remo Lecce Libera,Rosa dei Venti,,,,1,1,1,1,"[""'Ndrangheta""]",['Sacra Corona Unita']
Clan Gallo-Cavalieri,Clan Vangone-Limelli,Italy,Italy,True,1,1,1,1,['Nuova Famiglia'],['Clan Gionta']
Los Pelones,Los Zetas,Mexico,Mexico,True,1,1,1,1,['Gulf Cartel'],['Gente Nueva']
Bonde do Maluco,Família Terror do Amapá,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Clan Matrone,Clan Mazzarella,Italy,Italy,True,1,1,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
Devils Diciples Motorcycle Club,Warlocks Motorcycle Club (Florida),United States,United States,True,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
La Mayiza,Nueva Plaza Cartel,,Mexico,,1,1,1,1,['Grupo Flechas'],['Cártel de Jalisco Nueva Generación']
Almighty Black P. Stone Nation,Ñetas,United States,Puerto Rico,False,1,1,1,1,['Latin Kings'],['Crips']
Chiapas–Guatemala Cartel,Tren de Aragua,Mexico,Venezuela,False,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Black Power (New Zealand gang),Tiny Rascal Gang,New Zealand,United States,False,1,1,1,1,['Crips'],['Bloods']
Independent Cartel of Acapulco,La Nueva Familia Michoacana,Mexico,Mexico,True,1,1,1,1,['Los Viagras'],['La Familia Michoacana']
Los Ardillos,Sinaloa Cartel,Mexico,Mexico,True,1,1,1,1,['Beltrán-Leyva Organization'],['Cártel de Jalisco Nueva Generación']
Avenues,Los Zetas,United States,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['18th Street Gang']
Warlocks MC,Warlocks Motorcycle Club (Florida),,United States,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Crips,Tijuana Cartel,United States,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['Mara Salvatrucha']
Los Zetas,Temple Street gang,Mexico,United States,False,1,1,1,1,['Mara Salvatrucha'],['18th Street Gang']
Bloods,Gulf Cartel,United States,Mexico,False,1,1,1,1,['Latin Kings'],['18th Street Gang']
Aryan Brotherhood,White Fence,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Norteños']
856 Gang,Brothers Keepers,Canada,Canada,True,1,1,1,1,['Hells Angels Motorcycle Club'],['United Nations (gang)']
Aryan Brotherhood,Indian Posse,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Desperados Motorcycle Club,Hell's Henchmen MC,,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
856 Gang,Sons of Silence,Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Fob-killers (Alberta),Hells Angels Motorcycle Club,,United States,,1,1,1,1,['United Nations (gang)'],['Red Scorpions']
Bandidos Motorcycle Club,Red Scorpions,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Los Ardillos,Los Viagras,Mexico,Mexico,True,1,1,1,1,['Beltrán-Leyva Organization'],['Cártel de Jalisco Nueva Generación']
Clan Matrone,Contini clan,Italy,Italy,True,1,1,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
Clan Pariante,Marino clan,Italy,,,1,1,1,1,['Amato-Pagano clan'],['Amato-Pagano clan']
Clan D'Alessandro,Moccia clan,Italy,Italy,True,1,1,1,1,['Nuova Famiglia'],['Alfieri clan']
Aryan Brotherhood,Thief in law,United States,Soviet Union,False,1,1,1,1,['American Mafia'],['Hells Angels Motorcycle Club']
Nuova Famiglia Salentina,Società foggiana,,Italy,,1,1,1,1,['Sacra Corona Unita'],['Sacra Corona Unita']
La Familia Michoacana,Los Correa,Mexico,,,1,1,1,1,['Cárteles Unidos'],['Cártel de Jalisco Nueva Generación']
Alkhalil family,United Nations (gang),Palestine,Canada,False,1,1,1,1,['Sinaloa Cartel'],['Hells Angels Motorcycle Club']
Los Caparrapos,Popular Liberation Army,Colombia,Colombia,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Clan del Golfo']
Manitoba Warriors,Para-Dice Riders,Canada,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Almighty Gaylords Nation,Almighty Saints,United States,United States,True,1,1,1,1,['Latin Kings'],['Maniac Latin Disciples']
Bonde dos 13,Massa Carcerária,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Nazi Lowriders,Toonerville Rifa 13,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Mara Salvatrucha']
'Ndrina Maesano,'Ndrina Nicoscia,Italy,Italy,True,1,1,1,1,"[""'Ndrina Arena""]","[""'Ndrina Arena""]"
Juárez Cartel,Organización Beltrán Leyva,Mexico,,,1,1,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
Avenues,Los Negros,United States,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['18th Street Gang']
Comanchero Motorcycle Club,White Boy Posse,Australia,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Alameddine crime network,Finks Motorcycle Club,Australia,Australia,True,1,1,1,1,['Comanchero Motorcycle Club'],['Brothers for Life']
Culver City Boys,Gulf Cartel,United States,Mexico,False,1,1,1,1,['Mexican Mafia'],['18th Street Gang']
Hamas,Liwa Fatemiyoun,Palestine,,,1,1,1,1,['Houthis'],['Islamic State']
Contini clan,Formicola clan,Italy,,,1,1,1,1,['Rinaldi clan'],['Clan Mazzarella']
Liga da Justiça,Primeiro Comando da Capital,Brazil,Brazil,True,1,1,1,1,['Terceiro Comando Puro'],['Comando Vermelho']
Amal Movement,Houthis,,Yemen,,1,1,1,1,['Hezbollah'],['Islamic State']
Satan's Choice Motorcycle Club,Warlocks Motorcycle Club (Florida),Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Mexican Mafia,Thief in law,United States,Soviet Union,False,1,1,1,1,['American Mafia'],['Hells Angels Motorcycle Club']
Inzerillo Mafia clan,Minore Mafia clan,Italy,Italy,True,1,1,1,1,['Catania Mafia family'],['Corleonesi']
Almighty Black P. Stone Nation,Gulf Cartel,United States,Mexico,False,1,1,1,1,['Latin Kings'],['18th Street Gang']
Clan Fabbrocino,Nuova camorra pugliese,Italy,Italy,True,1,1,1,1,"[""'Ndrangheta""]",['Nuova Camorra Organizzata']
Chosen Few Motorcycle Club,Mongols MC,United States,United States,True,1,1,1,1,['Outlaws Motorcycle Club'],['Outlaws Motorcycle Club']
Avenues,Gulf Cartel,United States,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['18th Street Gang']
Desperados Motorcycle Club,Iron Horsemen Motorcycle Club,,United States,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Ahrar al-Sham,Al-Qaeda in Iraq,Syria,Iraq,False,1,1,1,1,['Islamic State'],"[""Asa'ib Ahl al-Haq""]"
856 Gang,Mongols MC,Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
856 Gang,Comanchero Motorcycle Club,Canada,Australia,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Chosen Few Motorcycle Club,Diablos Motorcycle Club,United States,United States,True,1,1,1,1,"[""Satan's Choice Motorcycle Club""]",['Outlaws Motorcycle Club']
Puro Tango Blast,Sinaloa Cartel,United States,Mexico,False,1,1,1,1,['Gulf Cartel'],['Barrio Azteca']
Almighty Vice Lord Nation,Pirus,United States,United States,True,1,1,1,1,['Bloods'],['Crips']
Beltrán-Leyva Organization,Los Lobos,Mexico,Ecuador,False,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
856 Gang,Diablos Motorcycle Club,Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
38th Street Gang,Nazi Lowriders,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Bloods']
Los Choneros,Los Viagras,Ecuador,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['Cártel de Jalisco Nueva Generación']
Comando Vermelho,Los Tiguerones,Brazil,Ecuador,False,1,1,1,1,['Tren de Aragua'],['Tren de Aragua']
Black Guerrilla Family,Tiny Rascal Gang,United States,United States,True,1,1,1,1,['Crips'],['Mexican Mafia']
La Raza Nation,OutLaw Gangster Disciples,United States,United States,True,1,1,1,1,['Crips'],['People Nation']
Clan Fabbrocino,Contini clan,Italy,Italy,True,1,1,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
El Forastero Motorcycle Club,Warlocks Motorcycle Club (Florida),United States,United States,True,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Los Rojos,Los Talibanes,Mexico,Mexico,True,1,1,1,1,['Sinaloa Cartel'],['Cártel de Jalisco Nueva Generación']
Minore Mafia clan,Santa Maria di Gesù Family,Italy,,,1,1,1,1,['Catania Mafia family'],['Corleonesi']
Desperados Motorcycle Club,Diablos Motorcycle Club,,United States,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Gods Garbage,Hells Angels Motorcycle Club,,United States,,1,1,1,1,['Coffin Cheaters'],['Mongrel Mob']
Indian Posse,Mexican Mafia,Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Manitoba Warriors,Outlaws Motorcycle Club,Canada,United States,False,1,1,1,1,['Rock Machine Motorcycle Club'],['Hells Angels Motorcycle Club']
Los Rojos,Nazi Lowriders,Mexico,United States,False,1,1,1,1,['Mexican Mafia'],['Mara Salvatrucha']
Brothers for Life,Hells Angels Motorcycle Club,Australia,United States,False,1,1,1,1,['Bandidos Motorcycle Club'],['Finks Motorcycle Club']
Club Deroes,Hells Angels Motorcycle Club,,United States,,1,1,1,1,['Coffin Cheaters'],['Mongrel Mob']
Crips,Los Rojos,United States,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['Mara Salvatrucha']
Família Terror do Amapá,Massa Carcerária,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Los Mexicles,Martinez Familia Sangeros,Mexico,Puerto Rico,False,1,1,1,1,['Gulf Cartel'],['Gulf Cartel']
Philadelphia crime family,Sons of Satan Motorcycle Club,United States,United States,True,1,1,1,1,"[""Pagan's Motorcycle Club""]",['Hells Angels Motorcycle Club']
Beltrán-Leyva Organization,Organización Beltrán Leyva,Mexico,,,1,1,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
Temple Street gang,Venice 13,United States,United States,True,1,1,1,1,['Mexican Mafia'],['18th Street Gang']
Bonde dos 40,Liga da Justiça,Brazil,Brazil,True,1,1,1,1,['Terceiro Comando Puro'],['Comando Vermelho']
Crips,Hidden Valley Kings,United States,United States,True,1,1,1,1,['Zoe Pound'],['United Blood Nation']
Comanchero Motorcycle Club,Para-Dice Riders,Australia,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
856 Gang,Bandidos Motorcycle Club,Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Mossway/Rusholme Crips,Old Trafford Cripz,,,,1,1,1,1,['Gooch Close Gang'],['Moss Side Bloods']
Aryan Brotherhood,Venice 13,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Crips']
Native Mob,Trinitarios,United States,United States,True,1,1,1,1,['Bloods'],['Black Gangster Disciples Nation']
856 Gang,Satan's Choice Motorcycle Club,Canada,Canada,True,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Original Red Devils Motorcycle Club,Warlocks MC,Canada,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Los Negros,Organización Beltrán Leyva,Mexico,,,1,1,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
Philadelphia crime family,Tanglewood Boys,United States,United States,True,1,1,1,1,['Lucchese crime family'],['Genovese crime family']
38th Street Gang,Norteños,United States,United States,True,1,1,1,1,['18th Street Gang'],['Florencia 13']
Aryan Brotherhood,Temple Street gang,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Norteños']
'Ndrina Giuliano,'Ndrina Morabito,Italy,Italy,True,1,1,1,1,['Clan dei Casalesi'],"[""'Ndrina Piromalli""]"
Fallowfield Mandem,Young Gooch,,,,1,1,1,1,['Gooch Close Gang'],['Longsight Crew']
Indian Posse,New Zealand Nomads,Canada,New Zealand,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Para-Dice Riders,United Nations (gang),,Canada,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Comando Classe A,Os Manos,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Armenian Power,Tren de Aragua,United States,Venezuela,False,1,1,1,1,['American Mafia'],['18th Street Gang']
Desperados Motorcycle Club,Satan's Choice Motorcycle Club,,Canada,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Chiapas–Guatemala Cartel,La Unión Tepito,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Beltrán-Leyva Organization,Chiapas–Guatemala Cartel,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
La Unión Tepito,Oficina de Envigado,Mexico,Colombia,False,1,1,1,1,['Sinaloa Cartel'],['Tren de Aragua']
Knights Templar Cartel,Los Ninis,Mexico,Mexico,True,1,1,1,1,['Sinaloa Cartel'],['Beltrán-Leyva Organization']
Gente Nueva,Los Rojos,Mexico,Mexico,True,1,1,1,1,['Los Mexicles'],['Cártel de Jalisco Nueva Generación']
Clan Mazzarella,Nuova camorra pugliese,Italy,Italy,True,1,1,1,1,"[""'Ndrangheta""]",['Nuova Camorra Organizzata']
Cotroni crime family,Rockers Motor Club,Canada,Canada,True,1,1,1,1,['Hells Angels Motorcycle Club'],['Rock Machine Motorcycle Club']
38th Street Gang,OVS,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Bloods']
Aryan Brotherhood,Para-Dice Riders,United States,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
856 Gang,Commisso 'ndrina,Canada,Italy,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Independent Soldiers']
Clan Russo dei Quartieri Spagnoli,Nuova Camorra Speciale,Italy,,,1,1,1,1,['Clan Mazzarella'],['Clan Fabbrocino']
Luppino crime family,Philadelphia crime family,Canada,United States,False,1,1,1,1,['Bonanno crime family'],['Hells Angels Motorcycle Club']
Indian Posse,Satudarah,Canada,Netherlands,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
856 Gang,Mexican Mafia,Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Norteños,Trinitarios,United States,United States,True,1,1,1,1,['Bloods'],['Tiny Rascal Gang']
Mexican Mafia,Para-Dice Riders,United States,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Ajnad al-Sham Islamic Union,Jaysh al-Islam,,,,1,1,1,1,['Ahrar al-Sham'],['Islamic State']
Bandidos Motorcycle Club,Warlocks Motorcycle Club (Florida),United States,United States,True,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Guardiões do Estado,Liga da Justiça,Brazil,Brazil,True,1,1,1,1,['Terceiro Comando Puro'],['Comando Vermelho']
Almighty Gaylords Nation,Ambrose,United States,,,1,1,1,1,['Simon City Royals'],['Maniac Latin Disciples']
Los Rojos,Toonerville Rifa 13,Mexico,United States,False,1,1,1,1,['Mexican Mafia'],['Mara Salvatrucha']
Latin Kings,Venice 13,United States,United States,True,1,1,1,1,['18th Street Gang'],['Crips']
New Zealand Nomads,Red Scorpions,New Zealand,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
18th Street Gang,Independent Cartel of Acapulco,United States,Mexico,False,1,1,1,1,['Beltrán-Leyva Organization'],['Sinaloa Cartel']
Desperados Motorcycle Club,Galloping Goose Motorcycle Club,,United States,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Miri clan,Rockers Motor Club,Germany,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Diablos Motorcycle Club,Manitoba Warriors,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Diablos Motorcycle Club,Original Red Devils Motorcycle Club,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Mongols MC,Warlocks Motorcycle Club (Florida),United States,United States,True,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Hells Angels Motorcycle Club,Vagabonds MC,United States,,,1,1,1,1,['Bacchus Motorcycle Club'],"[""Satan's Choice Motorcycle Club""]"
